SampleSize,Trial,Estimator,RuntimeNs
200,0,BarianceOpt,2958
200,1,Unbiased,4458
200,1,BarianceOpt,2958
200,2,Unbiased,4125
200,2,BarianceOpt,2834
200,3,Unbiased,4584
200,3,BarianceOpt,2917
200,4,Unbiased,4084
200,4,BarianceOpt,2709
200,5,Unbiased,4042
200,5,BarianceOpt,3000
200,6,Unbiased,4375
200,6,BarianceOpt,3000
200,7,Unbiased,4166
200,7,BarianceOpt,2916
200,8,Unbiased,4334
200,8,BarianceOpt,2958
200,9,Unbiased,4208
200,9,BarianceOpt,3000
200,10,Unbiased,4208
200,10,BarianceOpt,3000
200,11,Unbiased,4458
200,11,BarianceOpt,5250
200,12,Unbiased,4083
200,12,BarianceOpt,3000
200,13,Unbiased,4625
200,13,BarianceOpt,2917
200,14,Unbiased,4375
200,14,BarianceOpt,3333
200,15,Unbiased,4250
200,15,BarianceOpt,2833
200,16,Unbiased,14625
200,16,BarianceOpt,2167
200,17,Unbiased,3333
200,17,BarianceOpt,1291
200,18,Unbiased,1625
200,18,BarianceOpt,1000
200,19,Unbiased,81083
200,19,BarianceOpt,10417
200,20,Unbiased,1625
200,20,BarianceOpt,1041
200,21,Unbiased,1666
200,21,BarianceOpt,917
200,22,Unbiased,1500
200,22,BarianceOpt,17083
200,23,Unbiased,1041
200,23,BarianceOpt,500
200,24,Unbiased,917
200,24,BarianceOpt,417
200,25,Unbiased,875
200,25,BarianceOpt,458
200,26,Unbiased,1291
200,26,BarianceOpt,500
200,27,Unbiased,1000
200,27,BarianceOpt,459
200,28,Unbiased,958
200,28,BarianceOpt,625
200,29,Unbiased,959
200,29,BarianceOpt,458
200,30,Unbiased,1000
200,30,BarianceOpt,583
200,31,Unbiased,875
200,31,BarianceOpt,583
200,32,Unbiased,916
200,32,BarianceOpt,583
200,33,Unbiased,1000
200,33,BarianceOpt,417
200,34,Unbiased,917
200,34,BarianceOpt,417
200,35,Unbiased,916
200,35,BarianceOpt,500
200,36,Unbiased,917
200,36,BarianceOpt,416
200,37,Unbiased,1500
200,37,BarianceOpt,416
200,38,Unbiased,875
200,38,BarianceOpt,417
200,39,Unbiased,1834
200,39,BarianceOpt,792
200,40,Unbiased,1083
200,40,BarianceOpt,500
200,41,Unbiased,833
200,41,BarianceOpt,459
200,42,Unbiased,958
200,42,BarianceOpt,458
200,43,Unbiased,875
200,43,BarianceOpt,458
200,44,Unbiased,875
200,44,BarianceOpt,458
200,45,Unbiased,792
200,45,BarianceOpt,417
200,46,Unbiased,792
200,46,BarianceOpt,458
200,47,Unbiased,833
200,47,BarianceOpt,458
200,48,Unbiased,833
200,48,BarianceOpt,542
200,49,Unbiased,792
200,49,BarianceOpt,417
200,50,Unbiased,875
200,50,BarianceOpt,458
200,51,Unbiased,916
200,51,BarianceOpt,458
200,52,Unbiased,875
200,52,BarianceOpt,459
200,53,Unbiased,916
200,53,BarianceOpt,458
200,54,Unbiased,834
200,54,BarianceOpt,1083
200,55,Unbiased,834
200,55,BarianceOpt,500
200,56,Unbiased,917
200,56,BarianceOpt,542
200,57,Unbiased,1417
200,57,BarianceOpt,458
200,58,Unbiased,958
200,58,BarianceOpt,458
200,59,Unbiased,875
200,59,BarianceOpt,458
200,60,Unbiased,958
200,60,BarianceOpt,458
200,61,Unbiased,917
200,61,BarianceOpt,416
200,62,Unbiased,833
200,62,BarianceOpt,458
200,63,Unbiased,833
200,63,BarianceOpt,416
200,64,Unbiased,833
200,64,BarianceOpt,375
200,65,Unbiased,875
200,65,BarianceOpt,458
200,66,Unbiased,792
200,66,BarianceOpt,417
200,67,Unbiased,875
200,67,BarianceOpt,417
200,68,Unbiased,833
200,68,BarianceOpt,417
200,69,Unbiased,834
200,69,BarianceOpt,417
200,70,Unbiased,833
200,70,BarianceOpt,417
200,71,Unbiased,875
200,71,BarianceOpt,416
200,72,Unbiased,833
200,72,BarianceOpt,416
200,73,Unbiased,834
200,73,BarianceOpt,459
200,74,Unbiased,875
200,74,BarianceOpt,500
200,75,Unbiased,833
200,75,BarianceOpt,458
200,76,Unbiased,917
200,76,BarianceOpt,583
200,77,Unbiased,833
200,77,BarianceOpt,459
200,78,Unbiased,1417
200,78,BarianceOpt,500
200,79,Unbiased,875
200,79,BarianceOpt,416
200,80,Unbiased,833
200,80,BarianceOpt,417
200,81,Unbiased,875
200,81,BarianceOpt,500
200,82,Unbiased,959
